kic,TCE_ID,tic,disposition,not_transit,pn,n_plan,period,depth
6437385,006437385-03,122297373,FP,1,3,6,551.9767684999999,749.6625172
6437385,006437385-04,122297373,FP,1,4,6,525.6237302000001,525.3501603
6437385,006437385-05,122297373,FP,1,5,6,469.4045925,417.8774347
6437385,006437385-06,122297373,FP,1,6,6,483.49208550000003,163.19488330000001
6437719,006437719-01,122297438,FP,1,1,1,7.776750709,17.09490891
6437993,006437993-01,122297712,FP,1,1,2,1.3979528319999999,19.84356039
6441258,006441258-01,137087880,FP,1,1,6,0.830766021,96.85134971
6441258,006441258-02,137087880,FP,1,2,6,1.008777179,449.45313219999997
6441258,006441258-03,137087880,FP,1,3,6,21.21543973,1649.005437
6441258,006441258-04,137087880,FP,1,4,6,43.01846435,1945.805405
6441258,006441258-05,137087880,FP,1,5,6,26.44171971,1782.958257
6441258,006441258-06,137087880,FP,1,6,6,211.03383399999998,143.8148095
6441398,006441398-01,137087830,FP,1,1,1,1.279967248,20.13580338
6441436,006441436-01,159653895,FP,1,1,2,0.8005041570999999,156.1961373
6441436,006441436-02,159653895,FP,1,2,2,0.8005237486,291.3359207
6441729,006441729-01,137211395,FP,1,1,2,1.411139935,21.66120123
6441729,006441729-02,137211395,FP,1,2,2,224.91230380000002,207.17872880000002
6441836,006441836-01,137211273,FP,1,1,2,0.5944504395,1.226187168
6441836,006441836-02,137211273,FP,1,2,2,0.5945653842,0.00413583203
6442060,006442060-01,137211699,FP,1,1,3,1.377762586,31.54183419
6442060,006442060-02,137211699,FP,1,2,3,176.59851569999998,322.3350663
6442060,006442060-03,137211699,FP,1,3,3,55.89137096,138.2264968
6442246,006442246-01,137211740,FP,0,1,1,2.2127595469999997,19.65847752
6442340,006442340-01,137342279,PC,0,1,3,13.13748802,212.9072424
6442340,006442340-02,137342279,PC,0,2,3,7.782006181,104.4064005
6442340,006442340-03,137342279,PC,0,3,3,23.44303547,86.54844443
6443122,006443122-01,351073181,FP,1,1,5,1.620562382,181.8171396
6443122,006443122-02,351073181,FP,1,2,5,114.06254270000001,617.7387052
6443122,006443122-03,351073181,FP,1,3,5,109.55441529999999,3764.8115789999997
6443122,006443122-04,351073181,FP,1,4,5,62.74043073,1319.170034
6443122,006443122-05,351073181,FP,1,5,5,128.4931431,168.3998218
6443392,006443392-01,137408962,FP,1,1,2,1.553939952,20477.80272
6443392,006443392-02,137408962,FP,1,2,2,1.553948087,20572.38403
6444896,006444896-01,137558813,PC,0,1,2,8.689106111000001,1634.866663
6444896,006444896-02,137558813,FP,1,2,2,19.53519557,1453.4941900000001
6445116,006445116-01,137757519,FP,1,1,6,1.5165726959999999,37.84757373
6445116,006445116-02,137757519,FP,1,2,6,0.6723787259999999,11.02672929
6445116,006445116-03,137757519,FP,1,3,6,204.98552450000003,1439.901413
6445116,006445116-04,137757519,FP,1,4,6,9.417049085,701.261751
6445116,006445116-05,137757519,FP,1,5,6,18.85487058,147.33693369999997
6445116,006445116-06,137757519,FP,1,6,6,34.86481143,694.1918088
6445969,006445969-01,63370633,FP,1,1,2,0.6164909717,61.29811847
6445969,006445969-02,63370633,FP,1,2,2,0.9606502612000001,129.22366770000002
6446951,006446951-01,275496829,FP,1,1,2,1.38735444,53.96861391
6446951,006446951-02,275496829,FP,1,2,2,3.182292297,123.55564040000002
6447258,006447258-01,138098122,FP,1,1,1,5.542220026,28.13309735
6448362,006448362-01,138221430,FP,1,1,2,0.8243327158,60.94825265
6448362,006448362-02,138221430,FP,1,2,2,0.8243438003,67.15019744
6448666,006448666-01,138221465,FP,1,1,2,0.5540683753,15.65328637
6448666,006448666-02,138221465,FP,1,2,2,0.5540900308,49.153731799999996
6449358,006449358-01,138430438,FP,0,1,3,5.776795224,121469.5609
6449358,006449358-02,138430438,FP,1,2,3,5.776793709,10898.93248
6449358,006449358-03,138430438,FP,1,3,3,194.6272591,1341.667216
6450934,006450934-01,377912885,FP,1,1,10,1.673030944,15.64229701
6450934,006450934-02,377912885,FP,1,2,10,560.1223848,343.4562665
6450934,006450934-03,377912885,FP,1,3,10,68.23263929999999,158.8861684
6450934,006450934-05,377912885,FP,1,5,10,115.14015900000001,281.38751060000004
6450934,006450934-06,377912885,FP,1,6,10,66.66452661,240.6046369
6450934,006450934-07,377912885,FP,1,7,10,180.3512922,287.6391854
6450934,006450934-08,377912885,FP,1,8,10,50.05328876,281.15094930000004
6450934,006450934-09,377912885,FP,1,9,10,53.61280864,217.03508309999998
6450934,006450934-10,377912885,FP,1,10,10,75.68152909999999,174.674052
6451160,006451160-01,377912915,FP,1,1,1,0.5272157301,2.637423985
6451368,006451368-01,377913228,PC,0,1,1,5.33602986,50.29036051
6451605,006451605-01,377913301,FP,1,1,1,0.5902918305,54.80776806
6451876,006451876-01,271051767,FP,1,1,1,0.659627304,131.8807182
6460857,006460857-01,168810173,FP,1,1,1,0.8373154789,30.61636586
6461219,006461219-01,168810033,FP,1,1,1,1.367042088,19.98184669
6461601,006461601-01,169175240,FP,1,1,1,1.7098885330000002,21.23963215
6462185,006462185-01,272947770,FP,1,1,3,0.9006893456,14.644870499999998
6462185,006462185-02,272947770,FP,1,2,3,100.93065870000001,697.1757147999999
6462185,006462185-03,272947770,FP,1,3,3,158.471318,1304.812886
6462863,006462863-01,273231214,PC,0,1,4,22.34296845,5649.335105
6462863,006462863-02,273231214,PC,0,2,4,54.32023878,1956.164307
6462863,006462863-03,273231214,PC,0,3,4,10.42368176,781.3424338
6462863,006462863-04,273231214,PC,0,4,4,3.7431637810000002,123.50256090000002
6463047,006463047-01,169464993,FP,1,1,1,1.5582037619999998,57.32229276
6463436,006463436-01,169465619,FP,1,1,2,0.9939452178,303.158266
6463436,006463436-02,169465619,FP,1,2,2,0.5372329626,574.3263316
6464938,006464938-01,169821432,FP,1,1,3,0.568383761,312.95781580000005
6464938,006464938-02,169821432,FP,1,2,3,0.5683640113,503.68676910000005
6464938,006464938-03,169821432,FP,1,3,3,0.5683779677,153.22113059999998
6465159,006465159-01,169821263,FP,1,1,1,2.263778738,204.7180274
6466443,006466443-01,170251014,FP,1,1,7,0.6475787684000001,0.01582832025
6466443,006466443-02,170251014,FP,1,2,7,10.89209268,80.84205519
6466443,006466443-03,170251014,FP,1,3,7,8.799226372,102.88017070000001
6466443,006466443-04,170251014,FP,1,4,7,12.84229011,128.77765159999998
6466443,006466443-05,170251014,FP,1,5,7,16.72147826,262.28318889999997
6466443,006466443-06,170251014,FP,1,6,7,10.28099046,269.8843481
6466443,006466443-07,170251014,FP,1,7,7,10.156095800000001,210.1466911
6466583,006466583-01,170250607,FP,1,1,2,4.284537806,14.09004325
6466583,006466583-02,170250607,FP,1,2,2,4.284695445,0.008807082134
6467339,006467339-01,170652867,FP,1,1,1,357.97010750000004,805.9056417
6467826,006467826-01,170653708,FP,1,1,2,1.762040013,9.898863122
6467826,006467826-02,170653708,FP,1,2,2,313.673338,139.1168517
6468138,006468138-01,274118253,PC,0,1,1,134.25254630000003,829.3227222999999
6468337,006468337-01,171092243,FP,0,1,2,0.9598489822,48.39204464
6468337,006468337-02,171092243,FP,1,2,2,371.2222339,207.1578126
6468848,006468848-01,171092409,FP,1,1,1,1.26952851,8.425590683
6468938,006468938-01,171093001,FP,0,1,3,7.217009394,78383.40839
6468938,006468938-02,171093001,FP,1,2,3,7.217008827999999,62750.01379
6468938,006468938-03,171093001,FP,1,3,3,328.0471834,1621.314541
6468987,006468987-01,171093345,FP,1,1,5,0.6874459247,6.74100135
6468987,006468987-02,171093345,FP,1,2,5,0.6874869640000001,53.25866926
6468987,006468987-03,171093345,FP,1,3,5,2.087202225,368.87991150000005
6468987,006468987-04,171093345,FP,1,4,5,58.83647174,1918.714434
6469599,006469599-01,171509908,FP,1,1,3,0.9464297553000001,23.69046553
6469599,006469599-02,171509908,FP,1,2,3,14.30224779,115.033277
6469599,006469599-03,171509908,FP,1,3,3,247.8518661,192.6496881
6469654,006469654-01,171509954,FP,1,1,1,2.416676907,6.069469337999999
6470892,006470892-01,171510822,FP,1,1,1,350.3545631,177.81873000000002
6470973,006470973-01,171510785,FP,1,1,9,0.5093132889,35.16213682
6470973,006470973-02,171510785,FP,1,2,9,1.507014192,43.92444065
6470973,006470973-03,171510785,FP,1,3,9,68.59594636,305.40484360000005
6470973,006470973-04,171510785,FP,1,4,9,95.20050644,760.527079
6470973,006470973-05,171510785,FP,1,5,9,43.82457746,266.9397781
6470973,006470973-06,171510785,FP,1,6,9,43.85191162,265.5102989
6470973,006470973-07,171510785,FP,1,7,9,96.99499503,538.83733
6470973,006470973-09,171510785,FP,1,9,9,203.109072,243.1200268
6471021,006471021-01,171510762,FP,1,1,1,125.6297838,7962.855101
6471230,006471230-01,171968989,FP,0,1,1,1.752422931,42.0896477
6471244,006471244-01,171969032,FP,1,1,3,1.912070977,3.4643791760000004
6471244,006471244-02,171969032,FP,1,2,3,1.912150814,12.26649748
6471244,006471244-03,171969032,FP,1,3,3,626.9646953,165.3344749
6471490,006471490-01,171968759,FP,1,1,1,1.0232556259999999,15.71380912
6497146,006497146-01,336266673,PC,0,1,1,35.23321722,369.1235236
6500578,006500578-01,164462107,FP,1,1,1,0.8081874501999999,15.63223667
6508169,006508169-01,121015927,FP,1,1,1,542.6362706,275.0978937
6508291,006508291-01,158387472,FP,1,1,1,498.0281015,245.9822451
6508401,006508401-01,158387490,FP,1,1,1,467.4830556,193.3124307
6508478,006508478-01,158387515,FP,1,1,1,1.173693109,2.6142276719999997
6509328,006509328-01,121270758,FP,1,1,2,1.40827002,5.602234366
6509328,006509328-02,121270758,FP,1,2,2,1.408100792,12.12878288
6511019,006511019-01,158632599,FP,1,1,2,2.455212662,313.8131256
6511019,006511019-02,158632599,FP,1,2,2,3.8106057239999997,469.18941359999997
6511354,006511354-01,158722941,FP,1,1,2,1.299686909,53.27270633
6511354,006511354-02,158722941,FP,1,2,2,3.28559633,179.0648917
6511799,006511799-01,158723070,FP,1,1,1,1.494294947,15.75464264
6515246,006515246-01,122067208,FP,1,1,3,1.1479519809999998,6.802820883
6515246,006515246-02,122067208,FP,1,2,3,17.49761193,126.612982
6515246,006515246-03,122067208,FP,1,3,3,42.22374425,121.74644029999999
6515722,006515722-01,159102838,FP,1,1,9,3.816948018,115.453115
6515722,006515722-02,159102838,FP,1,2,9,1.9085203130000001,15.51069047
6515722,006515722-03,159102838,FP,1,3,9,1.908478343,26.78498122
6515722,006515722-04,159102838,FP,1,4,9,65.90762956,206.8145639
6515722,006515722-05,159102838,FP,1,5,9,44.24448058,195.8045057
6515722,006515722-06,159102838,FP,1,6,9,35.85241899,73.84091602
6515722,006515722-07,159102838,FP,1,7,9,71.69419064,150.8263273
6515722,006515722-08,159102838,FP,1,8,9,20.910681,104.40633340000001
6515722,006515722-09,159102838,FP,1,9,9,34.26155075,119.1315283
6516825,006516825-01,159217080,FP,1,1,1,1.259147099,29.27843808
6519869,006519869-01,159574309,FP,1,1,1,452.6581579,458.1542005
6521020,006521020-01,137211512,FP,1,1,1,459.44656669999995,301.33842339999995
6521045,006521045-01,159654016,PC,0,1,3,12.81589775,221.0842185
6521045,006521045-02,159654016,PC,0,2,3,6.887056348,70.67070272
6521045,006521045-03,159654016,PC,0,3,3,35.33307357,97.09129717
6521110,006521110-01,137211468,FP,1,1,1,0.7327834978,16.78440157
6521526,006521526-01,159768779,FP,1,1,8,490.9830195,1594.81579
6521526,006521526-02,159768779,FP,1,2,8,236.6707938,1315.0062599999999
6521526,006521526-03,159768779,FP,1,3,8,370.1950002,585.584802
6521526,006521526-04,159768779,FP,1,4,8,469.97869119999996,508.6095462
6521526,006521526-05,159768779,FP,1,5,8,103.0459973,946.2295321
6521526,006521526-06,159768779,FP,1,6,8,265.8120874,1972.7027239999998
6521526,006521526-07,159768779,FP,1,7,8,6.370856515,359.8390853
6521526,006521526-08,159768779,FP,1,8,8,172.68884599999998,505.539288
6522735,006522735-01,63121800,FP,1,1,9,2.536471452,36.74706296
6522735,006522735-02,63121800,FP,1,2,9,2.5364401880000003,38.298049
6522735,006522735-03,63121800,FP,1,3,9,16.92193065,157.2155386
6522735,006522735-06,63121800,FP,1,6,9,8.727425217999999,88.42939186
6522735,006522735-07,63121800,FP,1,7,9,63.97914055,418.7061868
6522735,006522735-08,63121800,FP,1,8,9,12.35841146,404.88721
6522735,006522735-09,63121800,FP,1,9,9,10.63216118,360.5450734
6522750,006522750-01,63121862,FP,0,1,4,17.44549017,334457.6562
6522750,006522750-02,63121862,FP,1,2,4,17.44563999,157878.6163
6522750,006522750-03,63121862,FP,1,3,4,8.726305091,148.31168469999997
6522750,006522750-04,63121862,FP,1,4,4,263.6064601,6074.937666
6522823,006522823-01,63121853,FP,1,1,1,1.628650845,223.7993154
6523216,006523216-01,137409142,FP,0,1,3,14.31315504,21625.23212
6523216,006523216-02,137409142,FP,1,2,3,7.156573422,892.855517
6523216,006523216-03,137409142,FP,1,3,3,364.0607431,403.5479518
6523351,006523351-01,137409126,PC,0,1,2,6.066604381,68.51257817
6523351,006523351-02,137409126,FP,1,2,2,384.03706789999995,255.17814429999999
6523440,006523440-01,63122043,FP,1,1,2,1.2183404820000001,29.13315574
6523440,006523440-02,63122043,FP,1,2,2,1.21828612,46.72671772
6525196,006525196-01,137757776,FP,0,1,1,1.710297727,153073.085
6525280,006525280-01,137757759,FP,0,1,1,1.710293399,39.23382349
6526875,006526875-01,138098182,FP,1,1,1,3.6296765669999997,0.0004028258232
6527078,006527078-01,275567969,PC,0,1,2,7.5759418510000005,46.98596638
6527078,006527078-02,275567969,PC,0,2,2,10.43142646,63.73355749
6527363,006527363-01,138098400,FP,1,1,3,1.047418242,19.95282745
6527363,006527363-02,138098400,FP,1,2,3,609.6755337000001,212.149613
6527363,006527363-03,138098400,FP,1,3,3,0.5237325696,4.090417595
6528503,006528503-01,270779613,FP,1,1,3,0.8139545206000001,17.20970465
6528503,006528503-02,270779613,FP,1,2,3,0.8139491845,40.5454621
6530792,006530792-01,377912991,FP,1,1,4,304.1993842,3060.539463
6530792,006530792-02,377912991,FP,1,2,4,449.05225369999994,3493.045596
6530792,006530792-03,377912991,FP,1,3,4,350.99433039999997,2129.639803
6530792,006530792-04,377912991,FP,1,4,4,441.391242,2676.859985
6535050,006535050-01,271754824,FP,1,1,5,414.5552262,1748.570604
6535050,006535050-02,271754824,FP,1,2,5,410.8505021,1099.47541
6535050,006535050-03,271754824,FP,1,3,5,291.826963,1500.689279
6535050,006535050-04,271754824,FP,1,4,5,507.4863193,2056.9261530000003
6535050,006535050-05,271754824,FP,1,5,5,459.35324,431.1996631
6535143,006535143-01,271754644,FP,1,1,10,1.655274867,13.06158685
6535143,006535143-02,271754644,FP,1,2,10,256.5151715,112.52726329999999
6535143,006535143-03,271754644,FP,1,3,10,99.68298827,257.3140966
6535143,006535143-04,271754644,FP,1,4,10,105.729358,223.96221090000003
6535143,006535143-05,271754644,FP,1,5,10,99.80272714,181.54604809999998
6535143,006535143-06,271754644,FP,1,6,10,83.47656748,177.66298700000002
6535143,006535143-07,271754644,FP,1,7,10,162.8185769,65.38274548
6535143,006535143-08,271754644,FP,1,8,10,40.48680904,94.92437259999998
6535143,006535143-09,271754644,FP,1,9,10,89.73237809,139.32594630000003
6535143,006535143-10,271754644,FP,1,10,10,32.5033344,196.53699819999997
6543645,006543645-01,273231356,FP,0,1,1,1.19545458,20.984011
6544160,006544160-01,169820795,FP,1,1,2,649.4448093999999,250.50963819999998
6544160,006544160-02,169820795,FP,1,2,2,677.8758203,248.4709981
6544977,006544977-01,169821051,FP,1,1,4,3.617860467,50.93871951
6544977,006544977-02,169821051,FP,1,2,4,236.6384951,0.001387338466
6544977,006544977-03,169821051,FP,1,3,4,3.618625676,32.46196639
6544977,006544977-04,169821051,FP,1,4,4,1.8091236769999999,25.98630061
6545986,006545986-01,273777370,FP,1,1,1,0.5463219618,10.46014761
6546327,006546327-01,273777390,FP,1,1,1,0.5996667650999999,21.38687479
6546582,006546582-01,273777866,FP,1,1,1,7.208541802,28.08852319
6548709,006548709-01,171092558,FP,1,1,1,2.474051986,19.84646603
6548898,006548898-01,268167180,FP,1,1,5,0.9644853676999999,44.12696825
6548898,006548898-02,268167180,FP,1,2,5,184.4539245,656.9450833999999
6548898,006548898-03,268167180,FP,1,3,5,144.1134489,813.1061718999999
6548898,006548898-04,268167180,FP,1,4,5,130.4428568,473.51085880000005
6548898,006548898-05,268167180,FP,1,5,5,223.31379159999997,706.1244452999999
6549623,006549623-01,171092924,FP,1,1,9,1.328440253,15.36981519
6549623,006549623-02,171092924,FP,1,2,9,1.328300882,24.27518514
6549623,006549623-04,171092924,FP,1,4,9,26.76539095,157.5215476
6549623,006549623-05,171092924,FP,1,5,9,53.95670407,94.93144516
6549623,006549623-06,171092924,FP,1,6,9,45.23202064,191.8204581
6549623,006549623-07,171092924,FP,1,7,9,19.64807847,206.6995872
6549623,006549623-08,171092924,FP,1,8,9,31.64125047,227.55627280000002
6549623,006549623-09,171092924,FP,1,9,9,28.80483633,168.31189840000002
6550607,006550607-01,268492663,FP,1,1,1,0.6000534036999999,5.798201231
6579643,006579643-01,123315747,FP,1,1,2,1.4654830890000001,363.4319375
6579643,006579643-02,123315747,FP,1,2,2,0.7367978528,224.99822949999998
6584042,006584042-01,164531162,FP,1,1,2,9.601248713,271.2033166
6584042,006584042-02,164531162,FP,1,2,2,4.800810235,150.21801069999998
6586052,006586052-01,164729774,FP,1,1,4,0.597750068,63.63765385
6586052,006586052-02,164729774,FP,1,2,4,23.11659582,668.4507603
6586052,006586052-03,164729774,FP,1,3,4,10.46821519,114.52421609999999
6586052,006586052-04,164729774,FP,1,4,4,6.4318256389999995,111.5714113
6587458,006587458-01,164886526,FP,1,1,2,1.027580454,10.09638288
6587458,006587458-02,164886526,FP,1,2,2,30.56411977,172.2330258
6587551,006587551-01,164886810,FP,1,1,1,0.5467001737,14.37196183
6587796,006587796-01,164886812,PC,0,1,1,33.42026768,386.9681397
6590403,006590403-01,158217355,FP,1,1,3,0.5145000978000001,376.4190686
6590403,006590403-02,158217355,FP,1,2,3,0.5145022837,94.89260913
6590403,006590403-03,158217355,FP,1,3,3,0.9076147421999999,695.5248991000001
6593140,006593140-01,158553749,FP,1,1,1,5.378329454,3.397254303
6593363,006593363-01,158554145,FP,0,1,2,18.52782466,76369.73087
6593363,006593363-02,158554145,FP,1,2,2,18.52781736,3107.441494
6594945,006594945-01,158722718,FP,1,1,1,188.9334714,141.6981091
6600771,006600771-01,159309206,FP,1,1,2,369.1724636,2351.60525
6600771,006600771-02,159309206,FP,1,2,2,337.68952189999993,1478.218102
6603043,006603043-01,159573888,FP,0,1,2,110.32166540000001,7273.597951999999
6603043,006603043-02,159573888,FP,1,2,2,110.3322746,29.25873433
6604303,006604303-01,159715934,FP,1,1,1,2.3543885159999998,202.2032144
6606282,006606282-01,63006062,FP,0,1,1,1.05357724,2488.686332
6606481,006606481-01,63121678,FP,1,1,7,2.062859787,15.01394864
6606481,006606481-03,63121678,FP,1,3,7,59.72817391,430.25734919999996
6606481,006606481-04,63121678,FP,1,4,7,44.65472979,133.2307764
6606481,006606481-05,63121678,FP,1,5,7,34.88305903,185.2739663
6606481,006606481-06,63121678,FP,1,6,7,14.15785476,154.6134624
6606481,006606481-07,63121678,FP,1,7,7,42.65550873,201.08576100000002
6607357,006607357-01,63122176,PC,0,1,2,7.699857009,72.03760781
6607357,006607357-02,63122176,PC,0,2,2,4.774665206,50.6254558
6609270,006609270-01,63370825,PC,0,1,2,3.822219625,369.32314660000003
6609270,006609270-02,63370825,FP,0,2,2,15.03695742,412.6501617
6610219,006610219-01,240185822,FP,0,1,1,5.650503396,376067.1227
6610433,006610433-01,275496654,FP,1,1,1,0.9214380273,1.300730259
6610837,006610837-01,275496670,FP,1,1,2,597.8781073,291.2937861
6610837,006610837-02,275496670,FP,1,2,2,590.0430498,1172.1383460000002
6611875,006611875-01,270608640,FP,1,1,2,91.10673655,441.1071214
6611875,006611875-02,270608640,FP,1,2,2,416.17960619999997,874.2399788999999
6612353,006612353-01,270609329,FP,1,1,1,2.8824602610000003,15.56978355
6612411,006612411-01,270609214,FP,1,1,5,8.461797064,180.9758218
6612411,006612411-02,270609214,FP,1,2,5,1.692498285,22.59616521
6612411,006612411-03,270609214,FP,1,3,5,116.5761136,100.515519
6612411,006612411-04,270609214,FP,1,4,5,78.99298678,124.1128209
6612589,006612589-01,270609341,FP,1,1,1,3.7779610889999997,16.86147272
